question,label
동대문구 인기 많은 뚝배기 어디 있니,S-LOCATION O O S-RESTAURANT O O
강남구 맛 나게 하는 돼지 갈비 추천해 주세요,S-LOCATION O O O B-RESTAURANT E-RESTAURANT O O
송파구 괜찮게 하는 조개 어디 있니,S-LOCATION O O S-RESTAURANT O O
성동구 유명한 비빔국수 알려줄래,S-LOCATION O S-RESTAURANT O
동작구 인기 있는 과자 알려주세요,S-LOCATION O O S-RESTAURANT O
중랑구 맛있게 하는 팔보채 알려주라,S-LOCATION O O S-RESTAURANT O
종로구 소문난 비빔국수 알고싶어,S-LOCATION O S-RESTAURANT O
동대문구 제일 맛있게 하는 순대 어디 있냐,S-LOCATION O O O S-RESTAURANT O O
은평구 소문난 제육 볶음 알려주라,S-LOCATION O B-RESTAURANT E-RESTAURANT O
강남구 유명한 햄버거 추천해 주세요,S-LOCATION O S-RESTAURANT O O
관악구 맛있게 하는 수제 버거 알고싶어,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
강서구 괜찮게 하는 육회 알려줘,S-LOCATION O O S-RESTAURANT O
은평구 괜찮은 스파게티 추천해 주세요,S-LOCATION O S-RESTAURANT O O
마포구 방송 나온 스테이크 알려줘,S-LOCATION O O S-RESTAURANT O
동대문구 소문난 샤브샤브 알려주라,S-LOCATION O S-RESTAURANT O
구로구 유명한 해장국 추천해 주세요,S-LOCATION O S-RESTAURANT O O
양천구 소문난 파스타 추천해 주라,S-LOCATION O S-RESTAURANT O O
송파구 인기 있는 팥빙수 추천해 주세요,S-LOCATION O O S-RESTAURANT O O
노원구 인기 있는 떡볶이 추천해 주라,S-LOCATION O O S-RESTAURANT O O
서초구 인기 있는 보신탕 알려줄래,S-LOCATION O O S-RESTAURANT O
양천구 잘 하는 왕 갈비 알려주세요,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
중구 제일 맛있게 하는 라면 어디 있니,S-LOCATION O O O S-RESTAURANT O O
성북구 괜찮게 하는 왕 갈비 알려주라,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
관악구 맛있게 하는 갈비 추천해 줘,S-LOCATION O O S-RESTAURANT O O
서대문구 맛있게 하는 비빔냉면 어디 있니,S-LOCATION O O S-RESTAURANT O O
용산구 괜찮은 쌀국수 추천해 줘,S-LOCATION O S-RESTAURANT O O
종로구 방송 나온 보신탕 알고싶어,S-LOCATION O O S-RESTAURANT O
노원구 소문난 튀김 알려주라,S-LOCATION O S-RESTAURANT O
마포구 맛있게 하는 고기 어디 있니,S-LOCATION O O S-RESTAURANT O O
중랑구 괜찮은 월남쌈 알려주라,S-LOCATION O S-RESTAURANT O
도봉구 맛있게 하는 족발 어디 있냐,S-LOCATION O O S-RESTAURANT O O
성동구 소문난 파전 알려주세요,S-LOCATION O S-RESTAURANT O
중구 소문난 갈비 알려줘,S-LOCATION O S-RESTAURANT O
종로구 제일 맛있게 하는 치킨 알고싶어,S-LOCATION O O O S-RESTAURANT O
은평구 맛있게 하는 순두부 알려줘,S-LOCATION O O S-RESTAURANT O
용산구 제일 맛있는 월남쌈 추천해 줘,S-LOCATION O O S-RESTAURANT O O
마포구 맛 나게 하는 빵 추천해 주세요,S-LOCATION O O O S-RESTAURANT O O
관악구 방송 나온 짬뽕 추천해 주라,S-LOCATION O O S-RESTAURANT O O
중구 괜찮게 하는 콩나물 국밥 추천해 주세요,S-LOCATION O O B-RESTAURANT E-RESTAURANT O O
서초구 제일 맛있는 족발 추천해 주세요,S-LOCATION O O S-RESTAURANT O O
중구 잘 하는 회 알려주세요,S-LOCATION O O S-RESTAURANT O
관악구 제일 맛있게 하는 제육 볶음 알고싶어,S-LOCATION O O O B-RESTAURANT E-RESTAURANT O
중구 소문난 찜닭 알려주라,S-LOCATION O S-RESTAURANT O
강남구 인기 있는 왕 갈비 알고싶어,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
송파구 유명한 떡볶이 추천해 줘,S-LOCATION O S-RESTAURANT O O
중랑구 인기 있는 삼겹살 어디 있니,S-LOCATION O O S-RESTAURANT O O
양천구 인기 있는 수제 버거 알려줘,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
강남구 잘 하는 비빔밥 어디 있냐,S-LOCATION O O S-RESTAURANT O O
중랑구 맛있게 하는 감자탕 알려주세요,S-LOCATION O O S-RESTAURANT O
은평구 인기 많은 보신탕 추천해 줘,S-LOCATION O O S-RESTAURANT O O
금천구 소문난 알밥 알려줘,S-LOCATION O S-RESTAURANT O
종로구 잘 하는 순대 알려줄래,S-LOCATION O O S-RESTAURANT O
영등포구 인기 많은 비빔밥 추천해 주세요,S-LOCATION O O S-RESTAURANT O O
강남구 제일 맛있게 하는 라면 추천해 주세요,S-LOCATION O O O S-RESTAURANT O O
서초구 맛있게 하는 가츠동 알려주라,S-LOCATION O O S-RESTAURANT O
금천구 잘 하는 초밥 추천해 주라,S-LOCATION O O S-RESTAURANT O O
서초구 맛 나게 하는 치킨 알고싶어,S-LOCATION O O O S-RESTAURANT O
용산구 제일 맛있는 케이크 알려줄래,S-LOCATION O O S-RESTAURANT O
강동구 괜찮은 해장국 알려주세요,S-LOCATION O S-RESTAURANT O
양천구 소문난 오징어 추천해 주라,S-LOCATION O S-RESTAURANT O O
노원구 제일 맛있게 하는 과자 추천해 줘,S-LOCATION O O O S-RESTAURANT O O
강서구 제일 맛있는 초밥 알고싶어,S-LOCATION O O S-RESTAURANT O
강서구 유명한 비빔냉면 알려주라,S-LOCATION O S-RESTAURANT O
주변 맛집 알고싶어,O O O
주변 식당 추천해 줘,O O O O
근처 맛집 어디 있냐,O O O O
주변 맛집 추천해 주라,O O O O
근처 식당 추천해 주라,O O O O
근처 맛집 알려주라,O O O
근처 맛집 추천해 줘,O O O O
주변 식당 어디 있냐,O O O O
근처 맛집 알고싶어,O O O
주변 맛집 추천해 줘,O O O O
근처 맛집 알려줘,O O O
근처 식당 알고싶어,O O O
근처 식당 알려줄래,O O O
근처 식당 어디 있냐,O O O O
근처 식당 알려주세요,O O O
주변 식당 알려주세요,O O O
성동구 괜찮은 피자집 추천해 주라,S-LOCATION O S-RESTAURANT O O
서초구 방송 나온 돈까스집 어디 있냐,S-LOCATION O O S-RESTAURANT O O
마포구 괜찮은 라멘집 알려주세요,S-LOCATION O S-RESTAURANT O
관악구 괜찮게 하는 빵집 알려줘,S-LOCATION O O S-RESTAURANT O
양천구 소문난 치킨집 어디 있냐,S-LOCATION O S-RESTAURANT O O
강서구 제일 맛있는 돈까스집 알려줘,S-LOCATION O O S-RESTAURANT O
종로구 제일 맛있게 하는 우동집 추천해 주세요,S-LOCATION O O O S-RESTAURANT O O
동작구 맛있게 하는 치킨집 알려줄래,S-LOCATION O O S-RESTAURANT O
중구 소문난 뷔페 알려주라,S-LOCATION O S-RESTAURANT O
성북구 잘 하는 카페 어디 있냐,S-LOCATION O O S-RESTAURANT O O
금천구 제일 맛있는 라멘집 알고싶어,S-LOCATION O O S-RESTAURANT O
동대문구 잘 하는 갈비집 어디 있냐,S-LOCATION O O S-RESTAURANT O O
서초구 제일 맛있는 피자집 알려줄래,S-LOCATION O O S-RESTAURANT O
강남구 인기 있는 샐러드 바 알려줘,S-LOCATION O O B-RESTAURANT E-RESTAURANT O
영등포구 제일 맛있는 우동집 알려줘,S-LOCATION O O S-RESTAURANT O
광진구 괜찮은 피자집 알고싶어,S-LOCATION O S-RESTAURANT O
은평구 인기 있는 중국집 알고싶어,S-LOCATION O O S-RESTAURANT O
송파구 맛 나게 하는 돈까스집 추천해 주세요,S-LOCATION O O O S-RESTAURANT O O
영등포구 방송 나온 김밥집 어디 있니,S-LOCATION O O S-RESTAURANT O O
마포구 유명한 맥주집 어디 있냐,S-LOCATION O S-RESTAURANT O O
동작구 제일 맛있게 하는 라멘집 어디 있니,S-LOCATION O O O S-RESTAURANT O O
은평구 인기 많은 우동집 어디 있냐,S-LOCATION O O S-RESTAURANT O O
강남구 소문난 샐러드 바 알려주라,S-LOCATION O B-RESTAURANT E-RESTAURANT O
송파구 잘 하는 치킨집 알려줘,S-LOCATION O O S-RESTAURANT O
서대문구 괜찮은 돈까스집 알려주세요,S-LOCATION O S-RESTAURANT O
영등포구 인기 있는 치킨집 추천해 주세요,S-LOCATION O O S-RESTAURANT O O
종로구 맛 나게 하는 베이커리 어디 있냐,S-LOCATION O O O S-RESTAURANT O O
용산구 제일 맛있게 하는 치킨집 추천해 주라,S-LOCATION O O O S-RESTAURANT O O
구로구 제일 맛있는 라멘집 알려줄래,S-LOCATION O O S-RESTAURANT O
금천구 제일 맛있는 베이커리 추천해 주라,S-LOCATION O O S-RESTAURANT O O
금천구 맛 나게 하는 돈까스집 알려줘,S-LOCATION O O O S-RESTAURANT O
성동구 제일 맛있게 하는 치킨집 추천해 줘,S-LOCATION O O O S-RESTAURANT O O
양천구 소문난 뷔페 추천해 주세요,S-LOCATION O S-RESTAURANT O O
종로구 맛 나게 하는 치킨집 알려줄래,S-LOCATION O O O S-RESTAURANT O
은평구 방송 나온 떡갈비집 알려주라,S-LOCATION O O S-RESTAURANT O
강서구 맛 나게 하는 고깃집 알고싶어,S-LOCATION O O O S-RESTAURANT O
동대문구 맛 나게 하는 김밥집 알려주세요,S-LOCATION O O O S-RESTAURANT O
도봉구 방송 나온 중국집 알려주세요,S-LOCATION O O S-RESTAURANT O
구로구 괜찮은 죽집 알려줘,S-LOCATION O S-RESTAURANT O
금천구 맛있게 하는 치킨집 알려줘,S-LOCATION O O S-RESTAURANT O
강동구 제일 맛있게 하는 빵집 알려줄래,S-LOCATION O O O S-RESTAURANT O
동대문구 잘 하는 닭꼬치집 추천해 줘,S-LOCATION O O S-RESTAURANT O O
시흥 괜찮은 식당 추천해 주라,S-LOCATION O O O O
보은 제일 맛있게 하는 식당 알려주라,S-LOCATION O O O O O
의왕 제일 맛있는 식당 추천해 주라,S-LOCATION O O O O O
논산 소문난 식당 알고싶어,S-LOCATION O O O
김포 방송 나온 식당 알려줄래,S-LOCATION O O O O
가평 맛있게 하는 맛집 알고싶어,S-LOCATION O O O O
김해 유명한 식당 추천해 주세요,S-LOCATION O O O O
예천 인기 많은 맛집 어디 있니,S-LOCATION O O O O O
서산 제일 맛있는 맛집 알려주라,S-LOCATION O O O O
인제 소문난 식당 추천해 줘,S-LOCATION O O O O
고성 맛있게 하는 식당 어디 있니,S-LOCATION O O O O O
안동 제일 맛있는 맛집 알려줘,S-LOCATION O O O O
수원 잘 하는 맛집 추천해 주라,S-LOCATION O O O O O
논산 인기 있는 맛집 알려주라,S-LOCATION O O O O
영주 방송 나온 맛집 어디 있니,S-LOCATION O O O O O
화성 제일 맛있게 하는 식당 추천해 줘,S-LOCATION O O O O O O
가평 소문난 식당 추천해 줘,S-LOCATION O O O O
곡성 맛있게 하는 식당 알려줘,S-LOCATION O O O O
예산 인기 있는 식당 어디 있냐,S-LOCATION O O O O O
계룡 괜찮게 하는 맛집 알고싶어,S-LOCATION O O O O
영암 제일 맛있는 맛집 추천해 주세요,S-LOCATION O O O O O
강릉 잘 하는 맛집 알려줘,S-LOCATION O O O O
하동 유명한 맛집 추천해 주라,S-LOCATION O O O O
순창 맛있게 하는 식당 알려줘,S-LOCATION O O O O
순창 맛 나게 하는 식당 알려주세요,S-LOCATION O O O O O
계룡 방송 나온 식당 알려줄래,S-LOCATION O O O O
논산 맛 나게 하는 맛집 추천해 주라,S-LOCATION O O O O O O
함안 제일 맛있게 하는 맛집 추천해 줘,S-LOCATION O O O O O O
대구 잘 하는 맛집 어디 있니,S-LOCATION O O O O O
의왕 맛 나게 하는 맛집 어디 있냐,S-LOCATION O O O O O O
구례 소문난 식당 어디 있냐,S-LOCATION O O O O
밀양 괜찮은 식당 알고싶어,S-LOCATION O O O
청주 잘 하는 식당 추천해 줘,S-LOCATION O O O O O
태백 제일 맛있는 식당 어디 있니,S-LOCATION O O O O O
밀양 인기 많은 식당 추천해 주라,S-LOCATION O O O O O
함양 잘 하는 식당 알려주세요,S-LOCATION O O O O
담양 잘 하는 맛집 알고싶어,S-LOCATION O O O O
고양 인기 있는 맛집 알려주세요,S-LOCATION O O O O
거제 제일 맛있게 하는 식당 추천해 주라,S-LOCATION O O O O O O
수원 잘 하는 식당 어디 있니,S-LOCATION O O O O O
칠곡 괜찮게 하는 식당 어디 있니,S-LOCATION O O O O O
횡성 괜찮은 식당 추천해 줘,S-LOCATION O O O O
진주 잘 하는 맛집 추천해 줘,S-LOCATION O O O O O
양양 방송 나온 맛집 알고싶어,S-LOCATION O O O O
근처 방송 나온 맛집 추천해 주세요,O O O O O O
근처 소문난 식당 알려줄래,O O O O
근처 제일 맛있게 하는 식당 어디 있니,O O O O O O O
주변 방송 나온 맛집 추천해 주세요,O O O O O O
주변 잘 하는 맛집 어디 있니,O O O O O O
근처 유명한 맛집 추천해 주라,O O O O O
주변 맛있게 하는 식당 알고싶어,O O O O O
주변 제일 맛있는 맛집 어디 있니,O O O O O O
근처 인기 많은 식당 알려주라,O O O O O
근처 제일 맛있게 하는 식당 알려줘,O O O O O O
근처 소문난 식당 추천해 주라,O O O O O
근처 괜찮은 식당 어디 있니,O O O O O
근처 방송 나온 식당 추천해 주세요,O O O O O O
근처 유명한 맛집 알려주세요,O O O O
주변 인기 많은 맛집 알려주라,O O O O O
주변 제일 맛있게 하는 식당 추천해 주라,O O O O O O O
근처 제일 맛있는 식당 알고싶어,O O O O O
근처 잘 하는 맛집 추천해 주라,O O O O O O
주변 인기 많은 맛집 알려줘,O O O O O
근처 잘 하는 맛집 알려주라,O O O O O
주변 괜찮게 하는 식당 어디 있냐,O O O O O O
근처 인기 있는 맛집 알고싶어,O O O O O
근처 인기 많은 맛집 알고싶어,O O O O O
근처 맛 나게 하는 맛집 추천해 주라,O O O O O O O
근처 괜찮게 하는 식당 알려줘,O O O O O
근처 소문난 맛집 알고싶어,O O O O
주변 인기 많은 맛집 알려주세요,O O O O O
근처 괜찮게 하는 식당 알려주세요,O O O O O
주변 인기 많은 식당 알려주세요,O O O O O
주변 인기 있는 식당 어디 있니,O O O O O O
주변 제일 맛있게 하는 식당 알고싶어,O O O O O O
주변 잘 하는 식당 어디 있냐,O O O O O O
근처 소문난 맛집 알려주라,O O O O
근처 제일 맛있게 하는 맛집 추천해 줘,O O O O O O O
주변 방송 나온 맛집 어디 있냐,O O O O O O
주변 잘 하는 맛집 알려줄래,O O O O O
근처 소문난 식당 알려줘,O O O O
근처 인기 많은 맛집 알려주세요,O O O O O
근처 맛 나게 하는 맛집 어디 있냐,O O O O O O O
근처 소문난 맛집 추천해 주라,O O O O O
주변 괜찮게 하는 맛집 추천해 주라,O O O O O O
근처 소문난 맛집 어디 있냐,O O O O O
근처 괜찮게 하는 맛집 추천해 줘,O O O O O O
주변 괜찮게 하는 맛집 알려줄래,O O O O O
근처 유명한 식당 어디 있냐,O O O O O
근처 맛 나게 하는 식당 추천해 주라,O O O O O O O
근처 잘 하는 식당 추천해 주라,O O O O O O
근처 제일 맛있는 맛집 어디 있냐,O O O O O O
근처 소문난 맛집 알려줘,O O O O
주변 맛있게 하는 맛집 추천해 주라,O O O O O O
주변 괜찮은 맛집 어디 있냐,O O O O O
근처 유명한 식당 알려주라,O O O O
근처 괜찮게 하는 맛집 알려줄래,O O O O O
근처 제일 맛있는 식당 어디 있니,O O O O O O
근처 잘 하는 식당 알려줄래,O O O O O
근처 유명한 식당 알려줘,O O O O
주변 괜찮게 하는 식당 추천해 주세요,O O O O O O
근처 맛있게 하는 맛집 알려줄래,O O O O O
주변 괜찮게 하는 식당 추천해 주라,O O O O O O
근처 제일 맛있게 하는 맛집 어디 있냐,O O O O O O O
주변 방송 나온 식당 추천해 줘,O O O O O O
근처 인기 있는 식당 알려줄래,O O O O O
주변 괜찮게 하는 맛집 알려주세요,O O O O O
주변 제일 맛있게 하는 식당 추천해 줘,O O O O O O O
근처 방송 나온 맛집 추천해 주라,O O O O O O
근처 소문난 식당 알려주세요,O O O O
근처 괜찮은 식당 알려주세요,O O O O
근처 제일 맛있는 식당 추천해 줘,O O O O O O
주변 괜찮은 식당 추천해 주라,O O O O O
주변 잘 하는 식당 추천해 주라,O O O O O O
주변 괜찮은 식당 추천해 줘,O O O O O
주변 인기 있는 맛집 추천해 줘,O O O O O O
주변 제일 맛있게 하는 식당 알려주세요,O O O O O O
주변 유명한 맛집 추천해 주세요,O O O O O
근처 괜찮은 맛집 알려주세요,O O O O
근처 제일 맛있는 맛집 알려주세요,O O O O O
주변 괜찮게 하는 식당 알려주세요,O O O O O
근처 인기 많은 맛집 알려주라,O O O O O
주변 제일 맛있게 하는 맛집 어디 있냐,O O O O O O O
근처 괜찮게 하는 맛집 어디 있냐,O O O O O O
근처 잘 하는 식당 추천해 줘,O O O O O O
주변 괜찮게 하는 식당 추천해 줘,O O O O O O
주변 소문난 맛집 알려줄래,O O O O
주변 괜찮게 하는 식당 알려주라,O O O O O
근처 잘 하는 맛집 어디 있니,O O O O O O
주변 괜찮은 맛집 알려줘,O O O O
주변 인기 많은 식당 어디 있냐,O O O O O O
근처 인기 많은 식당 알려주세요,O O O O O
근처 괜찮은 맛집 어디 있니,O O O O O
주변 유명한 맛집 어디 있냐,O O O O O
주변 제일 맛있는 맛집 추천해 주라,O O O O O O
근처 제일 맛있는 맛집 어디 있니,O O O O O O
주변 제일 맛있게 하는 식당 어디 있냐,O O O O O O O
근처 맛있게 하는 맛집 알려주세요,O O O O O
근처 맛 나게 하는 식당 어디 있니,O O O O O O O
주변 방송 나온 식당 알려줄래,O O O O O
근처 유명한 맛집 알고싶어,O O O O
근처 방송 나온 식당 알고싶어,O O O O O
근처 인기 많은 식당 알려줄래,O O O O O
주변 맛있게 하는 식당 추천해 줘,O O O O O O
근처 맛 나게 하는 식당 어디 있냐,O O O O O O O
주변 맛있게 하는 식당 추천해 주세요,O O O O O O
근처 괜찮게 하는 식당 알고싶어,O O O O O
근처 제일 맛있게 하는 맛집 어디 있니,O O O O O O O
근처 방송 나온 맛집 알려주세요,O O O O O
주변 유명한 식당 알려줘,O O O O
주변 괜찮은 식당 알려줘,O O O O
근처 방송 나온 식당 어디 있니,O O O O O O
근처 제일 맛있는 맛집 추천해 주라,O O O O O O
주변 제일 맛있는 식당 어디 있냐,O O O O O O
근처 잘 하는 맛집 알고싶어,O O O O O
근처 방송 나온 식당 추천해 주라,O O O O O O
주변 유명한 식당 알고싶어,O O O O
주변 맛 나게 하는 맛집 어디 있냐,O O O O O O O
근처 유명한 식당 추천해 주라,O O O O O
주변 맛있게 하는 식당 알려줘,O O O O O
주변 괜찮은 식당 알려줄래,O O O O
주변 괜찮게 하는 맛집 어디 있냐,O O O O O O
주변 방송 나온 맛집 알려주세요,O O O O O
근처 인기 있는 식당 알고싶어,O O O O O
주변 괜찮게 하는 맛집 알고싶어,O O O O O
근처 인기 많은 식당 추천해 주라,O O O O O O
근처 인기 있는 식당 추천해 주라,O O O O O O
주변 맛있게 하는 식당 어디 있냐,O O O O O O
근처 제일 맛있게 하는 맛집 알려주라,O O O O O O
근처 괜찮게 하는 맛집 알고싶어,O O O O O
근처 잘 하는 식당 어디 있니,O O O O O O
주변 인기 있는 맛집 알려줘,O O O O O
근처 잘 하는 식당 알려주세요,O O O O O
근처 제일 맛있게 하는 맛집 알려줄래,O O O O O O
근처 괜찮게 하는 맛집 어디 있니,O O O O O O
주변 괜찮은 맛집 추천해 주세요,O O O O O
근처 제일 맛있는 맛집 알려줘,O O O O O
근처 괜찮은 식당 추천해 주라,O O O O O
주변 맛 나게 하는 식당 알려줘,O O O O O O
근처 방송 나온 맛집 알려줄래,O O O O O
근처 방송 나온 식당 어디 있냐,O O O O O O
근처 유명한 맛집 알려주라,O O O O
주변 제일 맛있는 식당 알려주라,O O O O O
근처 맛 나게 하는 맛집 추천해 주세요,O O O O O O O
근처 소문난 맛집 추천해 주세요,O O O O O
주변 유명한 맛집 추천해 줘,O O O O O
근처 괜찮은 맛집 어디 있냐,O O O O O
주변 잘 하는 맛집 알고싶어,O O O O O
근처 방송 나온 맛집 알려주라,O O O O O
주변 인기 많은 맛집 추천해 주라,O O O O O O
주변 유명한 식당 추천해 주세요,O O O O O
주변 괜찮은 식당 알려주세요,O O O O
근처 제일 맛있는 맛집 알려줄래,O O O O O
주변 제일 맛있게 하는 식당 알려주라,O O O O O O
주변 소문난 맛집 알려주세요,O O O O
주변 인기 많은 식당 알려주라,O O O O O
주변 잘 하는 식당 알려주라,O O O O O
주변 제일 맛있는 맛집 알려주세요,O O O O O
근처 제일 맛있게 하는 식당 알려주세요,O O O O O O
주변 잘 하는 맛집 어디 있냐,O O O O O O
근처 유명한 맛집 추천해 줘,O O O O O
주변 잘 하는 맛집 추천해 주라,O O O O O O
근처 맛있게 하는 맛집 추천해 주라,O O O O O O
주변 인기 있는 식당 추천해 줘,O O O O O O
근처 제일 맛있는 맛집 알고싶어,O O O O O
주변 제일 맛있게 하는 맛집 알려줘,O O O O O O
주변 방송 나온 맛집 추천해 줘,O O O O O O
근처 인기 있는 맛집 추천해 주세요,O O O O O O
근처 괜찮은 맛집 알려줘,O O O O
주변 제일 맛있는 식당 알려주세요,O O O O O
근처 맛있게 하는 식당 추천해 주라,O O O O O O
주변 유명한 맛집 알려주라,O O O O
근처 인기 있는 맛집 알려주라,O O O O O
근처 인기 많은 식당 알려줘,O O O O O
주변 인기 있는 맛집 어디 있냐,O O O O O O
주변 유명한 맛집 알려주세요,O O O O
근처 제일 맛있게 하는 식당 어디 있냐,O O O O O O O
주변 소문난 식당 알려줘,O O O O
근처 괜찮게 하는 식당 어디 있냐,O O O O O O
주변 맛 나게 하는 식당 어디 있냐,O O O O O O O
주변 인기 많은 식당 추천해 줘,O O O O O O
근처 인기 많은 맛집 어디 있냐,O O O O O O
주변 인기 있는 식당 추천해 주라,O O O O O O
주변 잘 하는 식당 추천해 주세요,O O O O O O
근처 제일 맛있는 맛집 알려주라,O O O O O
주변 방송 나온 식당 어디 있니,O O O O O O
근처 제일 맛있게 하는 식당 알려주라,O O O O O O
주변 제일 맛있는 식당 알려줄래,O O O O O
주변 제일 맛있는 맛집 알려줄래,O O O O O
주변 맛있게 하는 맛집 어디 있냐,O O O O O O
주변 방송 나온 맛집 알고싶어,O O O O O
주변 제일 맛있는 식당 추천해 줘,O O O O O O
근처 괜찮은 식당 추천해 줘,O O O O O
근처 제일 맛있게 하는 맛집 알려주세요,O O O O O O
주변 제일 맛있는 맛집 알려주라,O O O O O
근처 인기 있는 식당 어디 있니,O O O O O O
주변 제일 맛있는 맛집 어디 있냐,O O O O O O
주변 인기 많은 맛집 알고싶어,O O O O O
근처 괜찮은 식당 알려줘,O O O O
주변 소문난 식당 어디 있니,O O O O O
주변 유명한 식당 어디 있냐,O O O O O
주변 맛있게 하는 맛집 추천해 주세요,O O O O O O
근처 소문난 맛집 추천해 줘,O O O O O
주변 괜찮은 식당 어디 있냐,O O O O O
주변 잘 하는 맛집 추천해 줘,O O O O O O
주변 소문난 맛집 추천해 주세요,O O O O O
주변 맛 나게 하는 맛집 추천해 주세요,O O O O O O O
근처 괜찮게 하는 식당 알려줄래,O O O O O
근처 괜찮은 식당 어디 있냐,O O O O O
주변 제일 맛있는 맛집 알려줘,O O O O O
근처 인기 많은 식당 어디 있니,O O O O O O
근처 괜찮게 하는 맛집 알려주라,O O O O O
근처 맛 나게 하는 식당 추천해 줘,O O O O O O O
근처 방송 나온 맛집 어디 있냐,O O O O O O
주변 맛있게 하는 맛집 알고싶어,O O O O O
근처 인기 많은 맛집 알려줄래,O O O O O
주변 괜찮게 하는 식당 알려줄래,O O O O O
주변 제일 맛있게 하는 맛집 알려주세요,O O O O O O
주변 유명한 맛집 알고싶어,O O O O
근처 괜찮은 식당 알려주라,O O O O
근처 맛있게 하는 맛집 알려줘,O O O O O
주변 잘 하는 식당 알려줘,O O O O O
근처 제일 맛있게 하는 맛집 알고싶어,O O O O O O
근처 유명한 식당 어디 있니,O O O O O
주변 소문난 식당 추천해 줘,O O O O O
근처 잘 하는 맛집 추천해 줘,O O O O O O
근처 소문난 식당 어디 있냐,O O O O O
주변 소문난 식당 추천해 주라,O O O O O
근처 맛 나게 하는 맛집 알려주라,O O O O O O
주변 제일 맛있게 하는 맛집 추천해 주세요,O O O O O O O
근처 맛 나게 하는 식당 알려주세요,O O O O O O
주변 잘 하는 식당 추천해 줘,O O O O O O
주변 방송 나온 식당 알려주세요,O O O O O
근처 잘 하는 식당 알려줘,O O O O O
주변 인기 있는 식당 알려주라,O O O O O
주변 괜찮은 맛집 알려줄래,O O O O
주변 인기 있는 식당 알려줄래,O O O O O
주변 괜찮은 맛집 알고싶어,O O O O
주변 방송 나온 식당 알려주라,O O O O O
그럼 근처 인기 많은 맛집 알려줘,O O O O O O
그럼 주변 제일 맛있게 하는 맛집 추천해 주라,O O O O O O O O
그럼 주변 인기 있는 식당 알고싶어,O O O O O O
이제 근처 방송 나온 식당 알려주라,O O O O O O
이제 주변 맛있게 하는 맛집 추천해 줘,O O O O O O O
이제 주변 소문난 식당 알려주라,O O O O O
이제 주변 제일 맛있게 하는 식당 알려줘,O O O O O O O
이제 주변 인기 많은 맛집 어디 있냐,O O O O O O O
알았으니까 근처 잘 하는 식당 알려주라,O O O O O O
알았으니까 근처 제일 맛있게 하는 맛집 알려줘,O O O O O O O
알았으니까 근처 방송 나온 식당 추천해 줘,O O O O O O O
알았으니까 주변 방송 나온 맛집 알려줄래,O O O O O O
알았으니까 주변 방송 나온 맛집 알려주라,O O O O O O
알았으니까 주변 잘 하는 맛집 알려주라,O O O O O O
근처 잘 하는 맛집 알려주세요,O O O O O
주변 유명한 맛집 추천해 주라,O O O O O
주변 맛있게 하는 식당 알려주라,O O O O O
주변 소문난 맛집 추천해 주라,O O O O O
근처 제일 맛있게 하는 식당 알려줄래,O O O O O O
주변 제일 맛있게 하는 맛집 추천해 줘,O O O O O O O
주변 맛있게 하는 맛집 알려줘,O O O O O
근처 맛있게 하는 식당 알려줘,O O O O O
주변 인기 있는 식당 알려줘,O O O O O
주변 괜찮은 식당 알고싶어,O O O O
주변 소문난 맛집 알고싶어,O O O O
주변 제일 맛있게 하는 맛집 어디 있니,O O O O O O O
보성 순댓국집 알려주라,S-LOCATION S-RESTAURANT O
거제 뷔페 추천해 주세요,S-LOCATION S-RESTAURANT O O
화순 베이커리 알려주라,S-LOCATION S-RESTAURANT O
시흥 순댓국집 추천해 줘,S-LOCATION S-RESTAURANT O O
합천 닭꼬치 집 알려주라,S-LOCATION B-RESTAURANT E-RESTAURANT O
경주 베이커리 어디 있니,S-LOCATION S-RESTAURANT O O
하남 삼겹살 집 알려주라,S-LOCATION B-RESTAURANT E-RESTAURANT O
논산 횟집 추천해 주라,S-LOCATION S-RESTAURANT O O
구례 카페 추천해 주라,S-LOCATION S-RESTAURANT O O
장수 돈까스 집 알고싶어,S-LOCATION B-RESTAURANT E-RESTAURANT O
시흥 돈까스 집 알려줘,S-LOCATION B-RESTAURANT E-RESTAURANT O
안동 갈비 집 추천해 줘,S-LOCATION B-RESTAURANT E-RESTAURANT O O
영주 뷔페 어디 있냐,S-LOCATION S-RESTAURANT O O
여수 김밥 집 알려주세요,S-LOCATION B-RESTAURANT E-RESTAURANT O
포항 빵집 추천해 주세요,S-LOCATION S-RESTAURANT O O
통영 빵집 어디 있냐,S-LOCATION S-RESTAURANT O O
안성 맥주 집 추천해 주세요,S-LOCATION B-RESTAURANT E-RESTAURANT O O
횡성 맥주 집 어디 있니,S-LOCATION B-RESTAURANT E-RESTAURANT O O
정선 삼겹살 집 알려줘,S-LOCATION B-RESTAURANT E-RESTAURANT O
완도 우동 집 알려주세요,S-LOCATION B-RESTAURANT E-RESTAURANT O
당진 피자 집 추천해 줘,S-LOCATION B-RESTAURANT E-RESTAURANT O O
